date,item_id,price_ngn,unit
2013-07-17,rice_foreign,9000.0,50kg Bag
2013-07-18,rice_foreign,9000.0,50kg Bag
2013-07-19,rice_foreign,9000.0,50kg Bag
2013-07-20,rice_foreign,9000.0,50kg Bag
2013-07-21,rice_foreign,9000.0,50kg Bag
2013-07-22,rice_foreign,9000.0,50kg Bag
2013-07-23,rice_foreign,9000.0,50kg Bag
2013-07-24,rice_foreign,9000.0,50kg Bag
2013-07-25,rice_foreign,9000.0,50kg Bag
2013-07-26,rice_foreign,9000.0,50kg Bag
2013-07-27,rice_foreign,9000.0,50kg Bag
2013-07-28,rice_foreign,9000.0,50kg Bag
2013-07-29,rice_foreign,9000.0,50kg Bag
2013-07-30,rice_foreign,9000.0,50kg Bag
2013-07-31,rice_foreign,9000.0,50kg Bag
2013-08-01,rice_foreign,9000.0,50kg Bag
2013-08-02,rice_foreign,9000.0,50kg Bag
2013-08-03,rice_foreign,9000.0,50kg Bag
2013-08-04,rice_foreign,9000.0,50kg Bag
2013-08-05,rice_foreign,9000.0,50kg Bag
2013-08-06,rice_foreign,9000.0,50kg Bag
2013-08-07,rice_foreign,9000.0,50kg Bag
2013-08-08,rice_foreign,9000.0,50kg Bag
2013-08-09,rice_foreign,9000.0,50kg Bag
2013-08-10,rice_foreign,9000.0,50kg Bag
2013-08-11,rice_foreign,9000.0,50kg Bag
2013-08-12,rice_foreign,9000.0,50kg Bag
2013-08-13,rice_foreign,9000.0,50kg Bag
2013-08-14,rice_foreign,9000.0,50kg Bag
2013-08-15,rice_foreign,9000.0,50kg Bag
2013-08-16,rice_foreign,9006.557377049181,50kg Bag
2013-08-17,rice_foreign,9013.11475409836,50kg Bag
2013-08-18,rice_foreign,9019.67213114754,50kg Bag
2013-08-19,rice_foreign,9026.22950819672,50kg Bag
2013-08-20,rice_foreign,9032.7868852459,50kg Bag
2013-08-21,rice_foreign,9039.344262295082,50kg Bag
2013-08-22,rice_foreign,9045.901639344262,50kg Bag
2013-08-23,rice_foreign,9052.459016393444,50kg Bag
2013-08-24,rice_foreign,9059.016393442624,50kg Bag
2013-08-25,rice_foreign,9065.573770491805,50kg Bag
2013-08-26,rice_foreign,9072.131147540984,50kg Bag
2013-08-27,rice_foreign,9078.688524590165,50kg Bag
2013-08-28,rice_foreign,9085.245901639344,50kg Bag
2013-08-29,rice_foreign,9091.803278688523,50kg Bag
2013-08-30,rice_foreign,9098.360655737704,50kg Bag
2013-08-31,rice_foreign,9104.918032786883,50kg Bag
2013-09-01,rice_foreign,9111.475409836066,50kg Bag
2013-09-02,rice_foreign,9118.032786885246,50kg Bag
2013-09-03,rice_foreign,9124.590163934428,50kg Bag
2013-09-04,rice_foreign,9131.147540983606,50kg Bag
2013-09-05,rice_foreign,9137.704918032789,50kg Bag
2013-09-06,rice_foreign,9144.262295081968,50kg Bag
2013-09-07,rice_foreign,9150.819672131149,50kg Bag
2013-09-08,rice_foreign,9157.377049180328,50kg Bag
2013-09-09,rice_foreign,9163.934426229507,50kg Bag
2013-09-10,rice_foreign,9170.491803278688,50kg Bag
2013-09-11,rice_foreign,9177.04918032787,50kg Bag
2013-09-12,rice_foreign,9183.606557377048,50kg Bag
2013-09-13,rice_foreign,9190.16393442623,50kg Bag
2013-09-14,rice_foreign,9196.72131147541,50kg Bag
2013-09-15,rice_foreign,9203.27868852459,50kg Bag
2013-09-16,rice_foreign,9209.83606557377,50kg Bag
2013-09-17,rice_foreign,9216.393442622952,50kg Bag
2013-09-18,rice_foreign,9222.95081967213,50kg Bag
2013-09-19,rice_foreign,9229.508196721312,50kg Bag
2013-09-20,rice_foreign,9236.065573770493,50kg Bag
2013-09-21,rice_foreign,9242.622950819672,50kg Bag
2013-09-22,rice_foreign,9249.180327868851,50kg Bag
2013-09-23,rice_foreign,9255.737704918032,50kg Bag
2013-09-24,rice_foreign,9262.295081967211,50kg Bag
2013-09-25,rice_foreign,9268.852459016394,50kg Bag
2013-09-26,rice_foreign,9275.409836065572,50kg Bag
2013-09-27,rice_foreign,9281.967213114754,50kg Bag
2013-09-28,rice_foreign,9288.524590163934,50kg Bag
2013-09-29,rice_foreign,9295.081967213117,50kg Bag
2013-09-30,rice_foreign,9301.639344262296,50kg Bag
2013-10-01,rice_foreign,9308.196721311477,50kg Bag
2013-10-02,rice_foreign,9314.754098360656,50kg Bag
2013-10-03,rice_foreign,9321.311475409835,50kg Bag
2013-10-04,rice_foreign,9327.868852459016,50kg Bag
2013-10-05,rice_foreign,9334.426229508195,50kg Bag
2013-10-06,rice_foreign,9340.983606557376,50kg Bag
2013-10-07,rice_foreign,9347.540983606556,50kg Bag
2013-10-08,rice_foreign,9354.098360655738,50kg Bag
2013-10-09,rice_foreign,9360.655737704918,50kg Bag
2013-10-10,rice_foreign,9367.2131147541,50kg Bag
2013-10-11,rice_foreign,9373.77049180328,50kg Bag
2013-10-12,rice_foreign,9380.32786885246,50kg Bag
2013-10-13,rice_foreign,9386.88524590164,50kg Bag
2013-10-14,rice_foreign,9393.44262295082,50kg Bag
2013-10-15,rice_foreign,9400.0,50kg Bag
2013-10-16,rice_foreign,9399.193548387097,50kg Bag
2013-10-17,rice_foreign,9398.387096774191,50kg Bag
2013-10-18,rice_foreign,9397.58064516129,50kg Bag
2013-10-19,rice_foreign,9396.774193548386,50kg Bag
2013-10-20,rice_foreign,9395.967741935485,50kg Bag
